"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","CORN - ACRES PLANTED  -  <b>VALUE</b>","CORN - ACRES PLANTED  -  <b>CV (%)</b>","CORN, FORAGE - ACRES HARVESTED  -  <b>VALUE</b>","CORN, FORAGE - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>VALUE</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU  -  <b>VALUE</b>","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU  -  <b>CV (%)</b>","CORN, GRAIN - PRODUCTION, MEASURED IN $  -  <b>VALUE</b>","CORN, GRAIN - PRODUCTION, MEASURED IN $  -  <b>CV (%)</b>","CORN, GRAIN - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","CORN, GRAIN - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","CORN, SILAGE - ACRES HARVESTED  -  <b>VALUE</b>","CORN, SILAGE - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, SILAGE - PRICE RECEIVED, MEASURED IN $ / TON  -  <b>VALUE</b>","CORN, SILAGE - PRICE RECEIVED, MEASURED IN $ / TON  -  <b>CV (%)</b>","CORN, SILAGE - PRODUCTION, MEASURED IN TONS  -  <b>VALUE</b>","CORN, SILAGE - PRODUCTION, MEASURED IN TONS  -  <b>CV (%)</b>","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE  -  <b>VALUE</b>","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE  -  <b>CV (%)</b>"
"SURVEY","1956","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,958,000","","","","1,593,000","","","","37,849,000","","26,284,000","","16.5","","53,000","","","","265,000","","5",""
"SURVEY","1956","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","45,000","","","","3,000","","","","264,000","","162,000","","54","","38,000","","","","532,000","","14",""
"SURVEY","1956","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","806,000","","","","722,000","","","","47,132,000","","34,656,000","","48","","67,000","","","","804,000","","12",""
"SURVEY","1956","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","39,000","","","","19,000","","","","2,221,000","","1,406,000","","74","","19,000","","","","266,000","","14",""
"SURVEY","1956","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","155,000","","","","136,000","","","","10,132,000","","6,800,000","","50","","16,000","","","","184,000","","11.5",""
"SURVEY","1956","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,772,000","","","","1,714,000","","","","139,862,000","","116,552,000","","68","","989,000","","","","10,286,000","","10.4",""
"SURVEY","1956","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","67,000","","","","18,000","","","","983,000","","702,000","","39","","26,000","","","","182,000","","7",""
"SURVEY","1955","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.15","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.58","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.13","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.57","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.42","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.31","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.12","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.16","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.64","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.38","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.32","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.44","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.39","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.3","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.06","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.33","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.25","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.37","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.04","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.34","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.53","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.44","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.46","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.5","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.34","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.26","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.23","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.31","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.28","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.68","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.46","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.22","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.31","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.24","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.1","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.71","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.37","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.59","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.43","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.27","","","","","","","","","","","","","","",""
"SURVEY","1955","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.44","","","","","","","","","","","","","","",""
"SURVEY","1955","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,252,000","","","","2,030,000","","","","67,700,000","","58,870,000","","29","","13,000","","","","98,000","","7.5",""
"SURVEY","1955","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","51,000","","","","40,000","","","","1,580,000","","1,000,000","","25","","8,000","","","","96,000","","12",""
"SURVEY","1955","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","672,000","","","","630,000","","","","21,357,000","","18,900,000","","30","","12,000","","","","84,000","","7",""
"SURVEY","1955","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","264,000","","","","184,000","","","","19,066,000","","12,144,000","","66","","75,000","","","","975,000","","13",""
"SURVEY","1955","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","528,000","","","","237,000","","","","10,769,000","","7,584,000","","32","","166,000","","","","1,577,000","","9.5",""
"SURVEY","1955","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","172,000","","","","162,000","","","","7,640,000","","5,832,000","","36","","7,000","","","","56,000","","8",""
"SURVEY","1955","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","588,000","","","","353,000","","","","7,907,000","","7,060,000","","20","","6,000","","","","36,000","","6",""
"SURVEY","1955","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,820,000","","","","2,197,000","","","","61,164,000","","52,728,000","","24","","28,000","","","","196,000","","7",""
"SURVEY","1955","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","56,000","","","","15,000","","","","1,525,000","","930,000","","62","","39,000","","","","604,000","","15.5",""
"SURVEY","1955","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","9,180,000","","","","8,885,000","","","","686,633,000","","497,560,000","","56","","202,000","","","","2,121,000","","10.5",""
"SURVEY","1955","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","4,941,000","","","","4,798,000","","","","354,668,000","","268,688,000","","56","","94,000","","","","1,034,000","","11",""
"SURVEY","1955","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","10,799,000","","","","10,293,000","","","","718,862,000","","499,210,000","","48.5","","323,000","","","","2,907,000","","9",""
"SURVEY","1955","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,802,000","","","","1,039,000","","","","34,661,000","","24,936,000","","24","","390,000","","","","1,326,000","","3.4",""
"SURVEY","1955","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,941,000","","","","1,876,000","","","","99,991,000","","76,916,000","","41","","42,000","","","","378,000","","9",""
"SURVEY","1955","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","628,000","","","","569,000","","","","17,491,000","","16,501,000","","29","","8,000","","","","80,000","","10",""
"SURVEY","1955","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","523,000","","","","465,000","","","","25,047,000","","18,832,000","","40.5","","51,000","","","","510,000","","10",""
"SURVEY","1955","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,993,000","","","","1,639,000","","","","96,291,000","","77,033,000","","47","","298,000","","","","2,473,000","","8.3",""
"SURVEY","1955","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","5,850,000","","","","5,059,000","","","","346,542,000","","252,950,000","","50","","698,000","","","","6,142,000","","8.8",""
"SURVEY","1955","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,625,000","","","","1,527,000","","","","47,642,000","","45,810,000","","30","","24,000","","","","240,000","","10",""
"SURVEY","1955","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","4,108,000","","","","3,783,000","","","","202,769,000","","151,320,000","","40","","163,000","","","","1,222,000","","7.5",""
"SURVEY","1955","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","190,000","","","","9,000","","","","344,000","","225,000","","25","","53,000","","","","292,000","","5.5",""
"SURVEY","1955","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","6,714,000","","","","4,775,000","","","","137,520,000","","95,500,000","","20","","716,000","","","","2,506,000","","3.5",""
"SURVEY","1955","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","198,000","","","","133,000","","","","5,437,000","","3,724,000","","28","","56,000","","","","392,000","","7",""
"SURVEY","1955","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","60,000","","","","35,000","","","","1,128,000","","752,000","","21.5","","7,000","","","","70,000","","10",""
"SURVEY","1955","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","729,000","","","","233,000","","","","15,456,000","","11,534,000","","49.5","","466,000","","","","4,474,000","","9.6",""
"SURVEY","1955","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,161,000","","","","1,973,000","","","","84,523,000","","67,082,000","","34","","44,000","","","","440,000","","10",""
"SURVEY","1955","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,391,000","","","","505,000","","","","15,529,000","","12,625,000","","25","","532,000","","","","2,128,000","","4",""
"SURVEY","1955","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","3,715,000","","","","3,556,000","","","","274,843,000","","209,804,000","","59","","115,000","","","","1,127,000","","9.8",""
"SURVEY","1955","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","349,000","","","","298,000","","","","9,155,000","","7,152,000","","24","","30,000","","","","165,000","","5.5",""
"SURVEY","1955","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","40,000","","","","20,000","","","","2,184,000","","1,300,000","","65","","18,000","","","","216,000","","12",""
"SURVEY","1955","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,331,000","","","","999,000","","","","67,093,000","","45,954,000","","46","","306,000","","","","2,601,000","","8.5",""
"SURVEY","1955","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,055,000","","","","980,000","","","","33,477,000","","27,440,000","","28","","10,000","","","","85,000","","8.5",""
"SURVEY","1955","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","4,224,000","","","","3,035,000","","","","93,432,000","","71,322,000","","23.5","","499,000","","","","2,246,000","","4.5",""
"SURVEY","1955","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,754,000","","","","1,643,000","","","","69,269,000","","55,862,000","","34","","34,000","","","","299,000","","8.8",""
"SURVEY","1955","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,083,000","","","","1,921,000","","","","50,714,000","","46,104,000","","24","","30,000","","","","195,000","","6.5",""
"SURVEY","1955","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","41,000","","","","3,000","","","","221,000","","129,000","","43","","34,000","","","","493,000","","14.5",""
"SURVEY","1955","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","879,000","","","","744,000","","","","38,733,000","","28,272,000","","38","","86,000","","","","860,000","","10",""
